title,title_link,author,publisher,publication_date,#pages,isbn-10,isbn-13,reading_age
"The Ideal Team Player: How To Recognize And Cultivate The Three Essential Virtues [Jan 01, 2016] Lencioni, Patrick M.",https://www.amazon.com/Ideal-Team-Player-Recognize-Cultivate/dp/8126563877/ref=sr_1_4?keywords=The+Ideal+Team+Player+by+Patrick+M.+Lencioni&qid=1696978444&sr=8-4,Patrick M Lencioni,Wiley,"January 1, 2016",,9788126563876,978-8126563876,
The Fifth Gospel: A Novel,https://www.amazon.com/Fifth-Gospel-Novel-Ian-Caldwell/dp/1451694156/ref=sr_1_1?keywords=The+Fifth+Gospel+by+Ian+Caldwell&qid=1696978569&sr=8-1,Ian Caldwell,Simon & Schuster; Reprint edition,"August 16, 2016",448.0,9781451694154,978-1451694154,
King Of The Mild Frontier: An Ill-Advised Autobiography,https://www.amazon.com/King-Mild-Frontier-Ill-Advised-Autobiography/dp/0060502517/ref=sr_1_1?keywords=King+Of+The+Mild+Frontier+by+Chris+Crutcher&qid=1696978671&sr=8-1,Chris Crutcher,Greenwillow Books; Illustrated edition,"Illustrated, October 5, 2004",260.0,0060502517,978-0060502515,14
Third And Indiana: A Novel,https://www.amazon.com/Third-Indiana-Novel-Steve-Lopez/dp/0140239456/ref=sr_1_1?keywords=Third+and+Indiana+by+Steve+Lopez&qid=1696978699&sr=8-1,Steve Lopez,Penguin Books; Reprint edition,"October 1, 1995",320.0,0140239456,978-0140239454,
Something New Under The Sun: An Environmental History Of The Twentieth-Century World (The Global Century Series),https://www.amazon.com/Something-New-Under-Environmental-Twentieth-Century/dp/0393321835/ref=sr_1_1?keywords=Something+New+Under+the+Sun+by+John+Robert+McNeill&qid=1696978713&sr=8-1,J. R. Mcneill,W. W. Norton & Company; Reprint edition,"April 17, 2001",448.0,0393321835,978-0393321838,
Seventeenth Summer,https://www.amazon.com/Seventeenth-Summer-Maureen-Daly/dp/1416994637/ref=sr_1_1?crid=1TAQTW3BPLD18&keywords=Seventeenth+Summer_Daly&qid=1682251450&sprefix=seventeenth+summer_daly%2Caps%2C422&sr=8-1,Maureen Daly,Simon & Schuster Books for Young Readers; Reissue edition,"April 27, 2010",384.0,1416994637,978-1416994633,12
Last Man Standing,https://www.amazon.com/Last-Man-Standing-David-Baldacci/dp/0446611778/ref=sr_1_1?keywords=Last+Man+Standing+by+David+Baldacci&qid=1696978747&sr=8-1,David Baldacci,Grand Central Publishing; Reissue edition,"August 1, 2017",608.0,1538760045,978-1538760048,
Book Of Ages: The Life And Opinions Of Jane Franklin,https://www.amazon.com/Book-Ages-Life-Opinions-Franklin/dp/0307948838/ref=sr_1_1?crid=4XRK4FLX3DXF&keywords=Book+of+Ages+Jill+Lepore&qid=1682861990&s=books&sprefix=book+of+ages+%2Cstripbooks-intl-ship%2C524&sr=1-1,Jill Lepore,Vintage; Illustrated edition,"Illustrated, July 1, 2014",464.0,0307948838,978-0307948830,
The Program,https://www.amazon.com/Program-Suzanne-Young/dp/1442445815/ref=sr_1_1?keywords=The+Program+by+Suzanne+Young&qid=1696978940&sr=8-1,Suzanne Young,S&S Books for Young Readers; Reprint edition,"March 4, 2014",432.0,1442445815,978-1442445819,14
A Curse Dark As Gold,https://www.amazon.com/Curse-Dark-as-Gold/dp/0439895766/ref=sr_1_1?keywords=A+Curse+Dark+As+Gold+by+Elizabeth+C.+Bunce&qid=1696979036&sr=8-1,Elizabeth C. Bunce,Scholastic Paperbacks; 1st edition,"May 1, 2010",400.0,0439895774,978-0439895774,12
Loving Day: A Novel,https://www.amazon.com/Loving-Day-Novel-Mat-Johnson/dp/0812983661/ref=sr_1_1?keywords=Loving+Day+by+Mat+Johnson&qid=1696979048&sr=8-1,Mat Johnson,One World; Reprint edition,"September 6, 2016",304.0,0812983661,978-0812983661,
Building A Bridge To The 18Th Century: How The Past Can Improve Our Future,https://www.amazon.com/Building-Bridge-18th-Century-Improve/dp/0375701273/ref=sr_1_1?keywords=Building+a+Bridge+to+the+18th+Century+by+Neil+Postman&qid=1696979078&sr=8-1,Neil Postman,Vintage; 1st edition,"October 10, 2000",224.0,9780375701276,978-0375701276,
Tree Of Smoke,https://www.amazon.com/Tree-Smoke-Denis-Johnson/dp/0312427743/ref=sr_1_1?keywords=Tree+of+Smoke+by+Denis+Johnson&qid=1696979090&sr=8-1,Denis Johnson,Picador,"September 2, 2008",720.0,9780312427740,978-0312427740,
"Mighty Be Our Powers: How Sisterhood, Prayer, And Sex Changed A Nation At War",https://www.amazon.com/Mighty-Be-Our-Powers-Sisterhood/dp/0984295194/ref=sr_1_1?keywords=Mighty+Be+Our+Powers+by+Leymah+Gbowee&qid=1696979180&sr=8-1,Leymah Gbowee,Beast Books; Illustrated edition,"Illustrated, March 26, 2013",272.0,0984295194,978-0984295197,10
The Extraordinary Adventures Of Alfred Kropp,https://www.amazon.com/Extraordinary-Adventures-Alfred-Kropp/dp/B000EBGCNY/ref=sr_1_1?crid=15FDO4H2GVJMM&keywords=The+Extraordinary+Adventures+Of+Alfred+Kropp_Yancey&qid=1682663336&sprefix=the+extraordinary+adventures+of+al%2Caps%2C643&sr=8-1,Richard Yancey,Scholastic; First Edition,"January 1, 2006",339.0,0439878489,978-0439878487,
A Crime In The Neighborhood,https://www.amazon.com/Crime-Neighborhood-Suzanne-Berne/dp/1565121651/ref=sr_1_1?keywords=A+Crime+In+The+Neighborhood+by+Suzanne+Berne&qid=1696979222&sr=8-1,Suzanne Berne,Henry Holt; Reprint edition,"July 15, 1998",304.0,0805055800,978-0805055801,
The Empathy Exams: Essays,https://www.amazon.com/Empathy-Exams-Essays-Leslie-Jamison/dp/1555976719/ref=sr_1_1?keywords=The+Empathy+Exams+by+Leslie+Jamison&qid=1696979248&sr=8-1,Leslie Jamison,Graywolf Press; 1st edition,"April 1, 2014",256.0,1555976719,978-1555976712,
The Division Of Labor In Society,https://www.amazon.com/Division-Labor-Society-Emile-Durkheim/dp/1476749736/ref=sr_1_1?keywords=The+Division+of+Labor+in+Society+by+%C3%89mile+Durkheim&qid=1696979306&sr=8-1,Emile Durkheim,Free Press; 1st edition,"February 25, 2014",416.0,1476749736,978-1476749730,
Goddess Of Yesterday,https://www.amazon.com/Goddess-Yesterday-Caroline-B-Cooney/dp/038573865X/ref=sr_1_1?crid=2TPEQ5RCIHK0Z&keywords=Goddess+Of+Yesterday_Cooney&qid=1681871851&s=instant-video&sprefix=goddess+of+yesterday_cooney%2Cinstant-video%2C523&sr=1-1,Caroline B. Cooney,Ember; Reprint edition,"May 12, 2009",272.0,038573865X,978-0385738651,12
"Sister Citizen: Shame, Stereotypes, And Black Women In America",https://www.amazon.com/Sister-Citizen-Shame-Stereotypes-America/dp/0300188188/ref=sr_1_1?crid=30L2QLPHRRKZ&keywords=sister+citizen+harris-perry&qid=1681959459&s=instant-video&sprefix=sister+citizen_harris-perry%2Cinstant-video%2C499&sr=1-1,Melissa V. Harris-Perry,Yale University Press; Reprint edition,"April 23, 2013",400.0,0300188188,978-0300188189,
Doctor Sleep,https://www.amazon.com/DOCTOR-SLEEP-Stephen-King/dp/B00SQESQ1W/ref=sr_1_4?keywords=Doctor+Sleep+by+Stephen+King&qid=1696979395&sr=8-4,Stephen King,Gallery Books; First Printing Thus edition,"January 1, 2014",672.0,,,
Last Night At The Lobster,https://www.amazon.com/Last-Night-Lobster-Stewart-ONan/dp/0143114425/ref=sr_1_1?keywords=Last+Night+at+the+Lobster+by+Stewart+O%27Nan&qid=1696979506&sr=8-1,Stewart O'Nan,Penguin Books; Reprint edition,"October 28, 2008",146.0,0143114425,978-0143114420,
A Splendid Exchange: How Trade Shaped The World,https://www.amazon.com/Splendid-Exchange-Trade-Shaped-World/dp/0802144160/ref=sr_1_1?keywords=A+Splendid+Exchange+by+William+J.+Bernstein&qid=1696979532&sr=8-1,William J. Bernstein,Grove Press; First Trade Paper edition,"Illustrated, May 6, 2009",496.0,0802144160,978-0802144164,
The True Believer: Thoughts On The Nature Of Mass Movements (Perennial Classics),https://www.amazon.com/True-Believer-Thoughts-Movements-Perennial/dp/0060505915/ref=sr_1_1?keywords=The+True+Believer+by+Eric+Hoffer&qid=1696979564&sr=8-1,Eric Hoffer,Harper Perennial Modern Classics,"January 19, 2010",192.0,0060505915,978-0060505912,
Black And Blue: A Novel (Random House Reader'S Circle),https://www.amazon.com/Black-Blue-Random-Readers-Circle/dp/0812980492/ref=sr_1_1?keywords=Black+And+Blue+by+Anna+Quindlen&qid=1696979633&sr=8-1,Anna Quindlen,Random House Trade Paperbacks,"March 30, 2010",320.0,0812980492,978-0812980493,
Packing For Mars: The Curious Science Of Life In The Void,https://www.amazon.com/Packing-Mars-Curious-Science-Life/dp/0393339912/ref=sr_1_1?keywords=Packing+for+Mars&qid=1673433690&s=books&sr=1-1,Mary Roach,W. W. Norton & Company; 0 edition,"April 4, 2011",336.0,0393339912,978-0393339918,
The Silence Of Murder,https://www.amazon.com/Silence-Murder-Dandi-Daley-Mackall/dp/0375872930/ref=sr_1_1?keywords=The+Silence+of+Murder+by+Dandi+Daley+Mackall&qid=1696979821&sr=8-1,Dandi Daley Mackall,Ember; Reprint edition,"October 9, 2012",336.0,0375872930,978-0375872938,14
Wild At Heart,https://www.amazon.com/Wild-at-Heart-Patricia-Gaffney-ebook/dp/B0BLRV3GBT/ref=sr_1_1?crid=2ST8G0LOA5MGL&keywords=wild+at+heart+gaffney&qid=1683060776&s=instant-video&sprefix=wild+at+heart_gaffney%2Cinstant-video%2C398&sr=1-1,Patricia Gaffney,NAL Trade; Reprint edition,"April 1, 2002",384.0,9780451205988,978-0451205988,
The Light In The Ruins (Vintage Contemporaries),https://www.amazon.com/Light-Ruins-Vintage-Contemporaries/dp/0307743926/ref=sr_1_1?keywords=The+Light+In+The+Ruins+by+Chris+Bohjalian&qid=1696979862&sr=8-1,Chris Bohjalian,Vintage; Reprint edition,"April 22, 2014",309.0,0274810891,978-0274810895,
Let Me Die In His Footsteps: A Novel,https://www.amazon.com/Let-Me-Die-His-Footsteps-ebook/dp/B00OZ0TNEU/ref=sr_1_1?crid=2Z45DC8FNA73Z&keywords=Let+Me+Die+In+His+Footsteps_Roy&qid=1681997814&sprefix=let+me+die+in+his+footsteps_roy%2Caps%2C608&sr=8-1,Lori Roy,Dutton; Reprint edition,"June 7, 2016",352.0,1101984309,978-1101984307,
The Imperfectionists: A Novel (Random House Reader'S Circle),https://www.amazon.com/Imperfectionists-Novel-Random-Readers-Circle/dp/0385343671/ref=sr_1_1?keywords=The+Imperfectionists+by+Tom+Rachman&qid=1696979917&sr=8-1,Tom Rachman,Dial Press Trade Paperback; First Edition,"January 4, 2011",304.0,1849160317,978-0385343671,
The Mysterious Affair At Styles - A Hercule Poirot Mystery,https://www.amazon.com/Mysterious-Affair-Styles-Hercule-Poirots-ebook/dp/B01D3FWLBO/ref=sr_1_1?crid=1WSCSKXR10O1C&keywords=The+Mysterious+Affair+at+Styles+Agatha+Christie&qid=1666850298&qu=eyJxc2MiOiIxLjc5IiwicXNhIjoiMS41MCIsInFzcCI6IjAuOTIifQ%3D%3D&sprefix=the+mysterious+affair+at+styles+agat%2Caps%2C584&sr=8-1,Agatha Christie,Independently published,"August 19, 2022",115.0,,979-8847267649,
Peony In Love: A Novel,https://www.amazon.com/Peony-Love-Novel-Lisa-See/dp/0812975227/ref=sr_1_1?keywords=Peony+In+Love+by+Lisa+See&qid=1696980019&sr=8-1,Lisa See,Random House Trade Paperbacks; NO-VALUE edition,"Unabridged, February 19, 2008",297.0,0812975227,978-0812975222,
Adam Smith: An Enlightened Life (The Lewis Walpole Series In Eighteenth-Century Culture And History),https://www.amazon.com/Adam-Smith-Enlightened-Walpole-Eighteenth-Century/dp/0300177674/ref=sr_1_1?keywords=Adam+Smith+by+Nicholas+Phillipson&qid=1696980094&sr=8-1,Nicholas Phillipson,Yale University Press,"January 10, 2012",384.0,0300177674,978-0300177671,
At The Mountains Of Madness,https://www.amazon.com/At-Mountains-Madness-H-Lovecraft/dp/1090682425/ref=sr_1_1?keywords=At+the+Mountains+of+Madness+by+H.+P.+Lovecraft&qid=1696980139&sr=8-1,H. P. Lovecraft,Independently published,"March 16, 2019",140.0,1090682425,978-1090682420,
Born At Midnight (A Shadow Falls Novel),https://www.amazon.com/Born-Midnight-Shadow-Falls-Novel/dp/0312624670/ref=sr_1_1?keywords=Born+at+Midnight+by+C.+C.+Hunter&qid=1696980222&sr=8-1,C. C. Hunter,St. Martin's Griffin; First Edition,"March 29, 2011",416.0,0312624670,978-0312624675,12
Delivering Happiness,https://www.amazon.com/Delivering-Happiness-Profits-Passion-Purpose/dp/0446576220/ref=sr_1_1?keywords=Delivering+Happiness+by+Tony+Hsieh&qid=1696980306&sr=8-1,Tony Hsieh,Grand Central Publishing; Illustrated edition,"Illustrated, March 19, 2013",272.0,0446576220,978-0446576222,
Last Sacrifice,https://www.amazon.com/Last-Sacrifice-Richelle-Mead/dp/1595144404/ref=sr_1_1?keywords=Last+Sacrifice+by+Richelle+Mead&qid=1696980413&sr=8-1,Richelle Mead,Razorbill,"November 14, 2011",608.0,1595144404,978-1595144409,12
"The Third Man And The Fallen Idol (Classic, 20Th-Century, Penguin)",https://www.amazon.com/Third-Fallen-Graham-Greene-1981-06-25/dp/B01K2JBTWG/ref=sr_1_4?keywords=The+Third+Man+by+Graham+Greene&qid=1696980482&sr=8-4,Graham Greene,Penguin Classics; Reprint edition,"July 1, 1992",160.0,014018533X,978-0140185331,18
The Simple Art Of Murder,https://www.amazon.com/Simple-Art-Murder-Raymond-Chandler/dp/0394757653/ref=sr_1_1?keywords=The+Simple+Art+Of+Murder+by+Raymond+Chandler&qid=1696980560&sr=8-1,Raymond Chandler,Vintage Crime/Black Lizard; Reissue edition,"September 12, 1988",384.0,0394757653,978-0394757650,
Man Of La Mancha: A Musical Play,https://www.amazon.com/Man-Mancha-Musical-Dale-Wasserman/dp/0394406192/ref=sr_1_1?keywords=Man+of+La+Mancha+by+Dale+Wasserman&qid=1696980658&sr=8-1,Dale Wasserman,Random House; &th Printing edition,"October 12, 1966",82.0,0394406192,978-0394406190,
The God Delusion,https://www.amazon.com/God-Delusion-Richard-Dawkins/dp/0618918248/ref=sr_1_1?keywords=The+God+Delusion+by+Richard+Dawkins&qid=1696980780&sr=8-1,Richard Dawkins,Mariner Books; Reprint edition,"Bargain Price, January 16, 2008",464.0,0618918248,978-0618918249,
Forever / Linger / Shiver,https://www.amazon.com/Forever-Linger-Shiver-Maggie-Stiefvater/dp/0545682797/ref=sr_1_1?keywords=Linger+by+Maggie+Stiefvater&qid=1696980886&sr=8-1,Maggie Stiefvater,Scholastic Inc.; Reprint edition,"April 29, 2014",384.0,0545682797,978-0545682794,14
The Killer'S Cousin,https://www.amazon.com/Killers-Cousin-Nancy-Werlin/dp/0007126670/ref=sr_1_2?keywords=The+Killer%27s+Cousin+by+Nancy+Werlin&qid=1696980979&sr=8-2,Nancy Werlin,HarperCollins; paperback / softback edition,"January 1, 2002",,0007126670,978-0007126675,
Hansel And Gretel,https://www.amazon.com/Hansel-Gretel-Rika-Lesser/dp/0698114078/ref=sr_1_1?keywords=Hansel+and+Gretel+by+Rika+Lesser&qid=1696981005&sr=8-1,Rika Lesser,Puffin Books; Illustrated edition,"Picture Book, November 12, 1996",48.0,0698114078,978-0698114074,4
"What This Cruel War Was Over: Soldiers, Slavery, And The Civil War",https://www.amazon.com/What-This-Cruel-War-Over/dp/0307277321/ref=sr_1_1?keywords=What+This+Cruel+War+Was+Over+by+Chandra+Manning&qid=1696981065&sr=8-1,Chandra Manning,Vintage; Reprint edition,"Illustrated, March 11, 2008",350.0,9780307277329,978-0307277329,
I Am Mordred (Silver),https://www.amazon.com/I-Am-Mordred-Tale-Camelot/dp/0698118413/ref=sr_1_1?keywords=I+Am+Mordred+by+Nancy+Springer&qid=1696981091&sr=8-1,Nancy Springer,Hodder Children's Books,"Import, October 19, 2000",192.0,0340749598,978-0340749593,6
The Kidnapping Of Christina Lattimore,https://www.amazon.com/Kidnapping-Christina-Lattimore-Lowery-Nixon/dp/0152050310/ref=sr_1_1?keywords=The+Kidnapping+of+Christina+Lattimore+by+Joan+Lowery+Nixon&qid=1696981111&sr=8-1,Joan Lowery Nixon,Clarion Books; First Edition,"March 1, 2004",320.0,0152050310,978-0152050313,12
Running Man,https://www.amazon.com/Running-man/dp/1742990428/ref=sr_1_1?keywords=The+Running+Man+by+Michael+Gerard+Bauer&qid=1696981136&sr=8-1,Michael Gerard Bauer,J'ai lu; 10th edition,"January 1, 2000",0.0,1742990428,978-1742990422,
"Breaking The Rules (Pushing The Limits, Book 6) (Pushing The Limits)",https://www.amazon.com/Breaking-Rules-Coming-Romance-Pushing-ebook/dp/B074ZBPLCQ/ref=sr_1_2?crid=6GULBFOK6330&keywords=Pushing+The+Limits_McGarry&qid=1682641740&s=instant-video&sprefix=pushing+the+limits_mcgarry%2Cinstant-video%2C514&sr=1-2,Katie Mcgarry,Mira Ink,"January 1, 2015",464.0,1848453574,978-1848453579,
A Walk Across The Sun: A Novel. Corban Addison,https://www.amazon.com/walk-across-sun-novel-addison/dp/0857388215/ref=sr_1_2?keywords=A+Walk+Across+The+Sun+by+Corban+Addison&qid=1696981200&sr=8-2,Corban Addison,Quercus,"International Edition, April 1, 2014",528.0,0857388215,978-0857388216,
"Silverfin: The Graphic Novel (A James Bond Adventure, 1)",https://www.amazon.com/SilverFin-Graphic-Novel-James-Adventure/dp/1423130235/ref=sr_1_5?keywords=Silverfin+by+Charlie+Higson&qid=1696981234&sr=8-5,Charlie Higson,"Little, Brown Books for Young Readers; 1st edition","May 18, 2010",160.0,9781423130239,978-1423130239,10
Amazing Grace: A Vocabulary Of Faith,https://www.amazon.com/Amazing-Grace-Vocabulary-Kathleen-Norris/dp/1573227218/ref=sr_1_1?keywords=Amazing+Grace+by+Kathleen+Norris&qid=1696981339&sr=8-1,Kathleen Norris,Riverhead Books; Revised ed. edition,"April 1, 1999",384.0,1573227218,978-1573227216,
As Simple As Snow,https://www.amazon.com/As-Simple-Snow-Gregory-Galloway-ebook/dp/B001QL5MHS/ref=sr_1_1?crid=8S8M0TE1RMZM&keywords=As+Simple+As+Snow_Galloway&qid=1681983731&s=instant-video&sprefix=as+simple+as+snow_galloway%2Cinstant-video%2C506&sr=1-1,Gregory Galloway,Berkley; Reprint edition,"March 7, 2006",308.0,0425207803,978-0425207802,
The Bottom Billion: Why The Poorest Countries Are Failing And What Can Be Done About It,https://www.amazon.com/Bottom-Billion-Poorest-Countries-Failing/dp/0195373383/ref=sr_1_1?keywords=The+Bottom+Billion+by+Paul+Collier&qid=1696981453&sr=8-1,Paul Collier,Oxford University Press; 1st edition,"August 22, 2008",224.0,0195373383,978-0195373387,
Tyrell,https://www.amazon.com/Tyrell-Coe-Booth/dp/0439838800/ref=sr_1_1?keywords=Tyrell+by+Coe+Booth&qid=1696981541&sr=8-1,Coe Booth,PUSH; 33160th edition,"August 1, 2007",310.0,0439838800,978-0439838801,14
Stranger In The Woods: A Photographic Fantasy (Connect-It),https://www.amazon.com/Stranger-Woods-Photographic-Fantasy-Snowflake/dp/098276250X/ref=sr_1_1?crid=2S5GJS7OT61VT&keywords=Stranger+in+the+Woods+Jean+Stoick%2CCarl+R.+Sams+II&qid=1666840973&qu=eyJxc2MiOiIwLjYwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sprefix=stranger+in+the+woods+jean+stoick%2C%2Caps%2C587&sr=8-1,Ii Sams Carl R.,EDCO Publishing,"January 1, 2000",66.0,0971269262,978-0971269262,2
Gossamer,https://www.amazon.com/Gossamer-Lois-Lowry/dp/0385734166/ref=sr_1_1?crid=I4K0IGWJMYUL&keywords=gossamer+lowry&qid=1682710537&s=instant-video&sprefix=gossamer_lowry%2Cinstant-video%2C346&sr=1-1,Lois Lowry,Yearling; Reprint edition,"January 8, 2008",176.0,0385734166,978-0385734165,9
The Star Side Of Bird Hill: A Novel,https://www.amazon.com/Star-Side-Bird-Hill-Novel/dp/0143109162/ref=sr_1_1?keywords=The+Star+Side+of+Bird+Hill+by+Naomi+Jackson&qid=1696981682&sr=8-1,Naomi Jackson,Penguin Books; Reprint edition,"August 23, 2016",304.0,0143109162,978-0143109167,
Until Friday Night (Field Party),https://www.amazon.com/Until-Friday-Night-Field-Party/dp/1481438840/ref=sr_1_1?crid=11OLDWT1CNOGL&keywords=Until+Friday+Night+by+Abbi+Glines&qid=1677835861&s=books&sprefix=until+friday+night+by+abbi+glines%2Cstripbooks-intl-ship%2C639&sr=1-1,Abbi Glines,Simon & Schuster Books for Young Readers; Reprint edition,"July 5, 2016",352.0,9781481438841,978-1481438841,14
Locking Up Our Own: Crime And Punishment In Black America,https://www.amazon.com/Locking-Up-Our-Own-Punishment/dp/0374537445/ref=sr_1_1?keywords=Locking+Up+Our+Own+by+James+Forman+Jr.&qid=1696981755&sr=8-1,James Forman Jr.,"Farrar, Straus and Giroux; Reprint edition","February 6, 2018",320.0,0374537445,978-0374537449,
"Norwegian By Night (A Sheldon Horowitz Novel, 2)",https://www.amazon.com/Norwegian-Night-Derek-Miller/dp/0544292669/ref=sr_1_1?keywords=Norwegian+By+Night+by+Derek+B.+Miller&qid=1696981767&sr=8-1,Derek B. Miller,Mariner Books; Reprint edition,"May 6, 2014",304.0,0544292669,978-0544292666,
"Bright Lights, Big City",https://www.amazon.com/Bright-Lights-Big-City-McInerney/dp/0394726413/ref=sr_1_1?crid=3L4BP7NAKGF9H&keywords=Bright+Lights%2C+Big+City+Jay+McInerney&qid=1666845045&qu=eyJxc2MiOiIxLjMyIiwicXNhIjoiMC44NCIsInFzcCI6IjEuMTUifQ%3D%3D&sprefix=bright+lights%2C+big+city+jay+mcinerney%2Caps%2C554&sr=8-1,Jay Mcinerney,Vintage; First Edition,"August 12, 1984",182.0,0394726413,978-0394726410,
The One Safe Place,https://www.amazon.com/One-Safe-Place-Tania-Unsworth/dp/B00JJI50F4/ref=sr_1_4?keywords=The+One+Safe+Place+by+Tania+Unsworth&qid=1696981948&sr=8-4,Tania Unsworth,Algonquin Young Readers,"January 1, 2014",,0545790956,978-0545790956,
Born To Run,https://www.amazon.com/Born-Run-Michael-Morpurgo/dp/0007230591/ref=sr_1_1?keywords=Born+to+Run+by+Michael+Morpurgo&qid=1696981981&sr=8-1,Michael Morpurgo,HarperCollins Children's Books,"January 1, 2008",240.0,0007230591,978-0007230594,
The Auschwitz Escape: A Novel (A World War 2 Historical Fiction Military Thriller Inspired By True Events),https://www.amazon.com/Auschwitz-Escape-Joel-C-Rosenberg/dp/141433625X/ref=sr_1_1?keywords=The+Auschwitz+Escape+by+Joel+C.+Rosenberg&qid=1696982069&sr=8-1,Joel C. Rosenberg,Tyndale House Publishers; Standard Edition,"October 1, 2014",480.0,9781414336251,978-1414336251,
